index,age,gender,country,education,role,field,cat_experience,cat_salary,share_unido
15025,25-29,Man,Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, GitHub 
15025,25-29,Man,Canada,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, Kaggle 
15035,35-39,Woman,United States of America,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,50K - 100K,I do not share my work publicly
15048,25-29,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 20K, GitHub 
15048,25-29,Man,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 20K, Colab 
15088,18-21,Man,India,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, GitHub 
15088,18-21,Man,India,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Kaggle 
15088,18-21,Man,India,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K, Colab 
15090,22-24,Man,India,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 20K, GitHub 
15090,22-24,Man,India,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 20K, Kaggle 
15090,22-24,Man,India,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 20K, Colab 
15104,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Senior,20K - 50K, Streamlit 
15104,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Senior,20K - 50K, GitHub 
15104,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Data Analyst,Computers/Technology,Senior,20K - 50K, Kaggle 
15114,18-21,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, GitHub 
15123,35-39,Man,Mexico,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K,I do not share my work publicly
15125,55-59,Man,Portugal,Doctoral degree,Business Analyst,Accounting/Finance,Junior,20K - 50K, Kaggle 
15153,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Senior,20K - 50K, GitHub 
15153,30-34,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Senior,20K - 50K, Shiny 
15157,22-24,Man,Bangladesh,Bachelor’s degree,Business Analyst,Academics/Education,Mid,< 20K, NBViewer 
15186,45-49,Man,Canada,Master’s degree,Business Analyst,Accounting/Finance,Senior,100K - 200K, Plotly Dash 
15186,45-49,Man,Canada,Master’s degree,Business Analyst,Accounting/Finance,Senior,100K - 200K, Kaggle 
15186,45-49,Man,Canada,Master’s degree,Business Analyst,Accounting/Finance,Senior,100K - 200K, Colab 
15193,50-54,Man,Spain,Master’s degree,Business Analyst,Medical/Pharmaceutical,Mid,20K - 50K,I do not share my work publicly
15231,25-29,Woman,Taiwan,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K, GitHub 
15231,25-29,Woman,Taiwan,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K, Personal blog 
15231,25-29,Woman,Taiwan,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 20K, Kaggle 
15243,25-29,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K, GitHub 
15243,25-29,Man,United States of America,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,50K - 100K, Kaggle 
15278,35-39,Man,Chile,Master’s degree,Business Analyst,Shipping/Transportation,Junior,20K - 50K,I do not share my work publicly
15279,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Personal blog 
15279,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Kaggle 
15302,25-29,Man,Argentina,Bachelor’s degree,Business Analyst,Non-profit/Service,Junior,< 20K,I do not share my work publicly
15307,25-29,Man,India,Bachelor’s degree,Data Analyst,Other,Junior,< 20K, Kaggle 
15313,30-34,Man,Japan,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K,I do not share my work publicly
15315,25-29,Man,Morocco,Doctoral degree,Data Analyst,Academics/Education,Mid,< 20K, Personal blog 
15347,60-69,Man,Argentina,Master’s degree,Data Analyst,Computers/Technology,Senior+,< 20K,I do not share my work publicly
15374,25-29,Man,United Arab Emirates,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,20K - 50K, Kaggle 
15375,25-29,Woman,United States of America,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,50K - 100K, GitHub 
15383,30-34,Man,Colombia,Master’s degree,Business Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
15387,35-39,Man,Chile,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K,I do not share my work publicly
15388,25-29,Man,Canada,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,50K - 100K, GitHub 
15392,35-39,Man,Ukraine,Master’s degree,Business Analyst,Marketing/CRM,Junior,20K - 50K,I do not share my work publicly
15398,60-69,Man,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Business Analyst,Shipping/Transportation,Senior+,20K - 50K, Shiny 
15409,55-59,Man,Poland,Some college/university study without earning a bachelor’s degree,Business Analyst,Energy/Mining,Mid,< 20K, GitHub 
15426,40-44,Man,Other,Master’s degree,Business Analyst,Energy/Mining,Senior+,100K - 200K, GitHub 
15426,40-44,Man,Other,Master’s degree,Business Analyst,Energy/Mining,Senior+,100K - 200K, Kaggle 
15481,35-39,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, GitHub 
15481,35-39,Man,Canada,Master’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, Kaggle 
15506,22-24,Man,Bangladesh,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,50K - 100K, GitHub 
15512,22-24,Woman,China,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 20K,I do not share my work publicly
15527,45-49,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,20K - 50K, GitHub 
15532,30-34,Man,Greece,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
15532,30-34,Man,Greece,Master’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
15541,22-24,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,20K - 50K,I do not share my work publicly
15542,30-34,Man,Ecuador,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 20K,I do not share my work publicly
15544,40-44,Man,Japan,Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Junior,50K - 100K,I do not share my work publicly
15547,55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Accounting/Finance,Junior,100K - 200K, GitHub 
15547,55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Accounting/Finance,Junior,100K - 200K, Kaggle 
15547,55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Accounting/Finance,Junior,100K - 200K, Colab 
15558,25-29,Man,Turkey,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, GitHub 
15558,25-29,Man,Turkey,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, Kaggle 
15614,35-39,Man,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Kaggle 
15683,40-44,Woman,France,Master’s degree,Data Analyst,Marketing/CRM,Senior+,100K - 200K,I do not share my work publicly
15702,55-59,Man,Spain,Doctoral degree,Data Analyst,Academics/Education,Senior+,50K - 100K, GitHub 
15726,50-54,Man,Canada,Some college/university study without earning a bachelor’s degree,Business Analyst,Retail/Sales,Junior,20K - 50K,I do not share my work publicly
15735,25-29,Man,India,Master’s degree,Business Analyst,Shipping/Transportation,Junior,< 20K,I do not share my work publicly
15751,25-29,Man,Philippines,Doctoral degree,Data Analyst,Accounting/Finance,Junior,< 20K, GitHub 
15751,25-29,Man,Philippines,Doctoral degree,Data Analyst,Accounting/Finance,Junior,< 20K, Personal blog 
15751,25-29,Man,Philippines,Doctoral degree,Data Analyst,Accounting/Finance,Junior,< 20K, Kaggle 
15762,40-44,Man,Austria,Master’s degree,Business Analyst,Energy/Mining,Senior,20K - 50K,I do not share my work publicly
15770,30-34,Man,Russia,Master’s degree,Data Analyst,Retail/Sales,Mid,50K - 100K,I do not share my work publicly
15791,22-24,Man,United States of America,Master’s degree,Data Analyst,Retail/Sales,Junior,20K - 50K, GitHub 
15791,22-24,Man,United States of America,Master’s degree,Data Analyst,Retail/Sales,Junior,20K - 50K, Colab 
15796,45-49,Woman,United States of America,Bachelor’s degree,Data Analyst,Government/Public Service,Senior+,100K - 200K,I do not share my work publicly
15826,40-44,Woman,Colombia,Master’s degree,Data Analyst,Computers/Technology,Senior+,20K - 50K,I do not share my work publicly
15830,35-39,Woman,Germany,Master’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K, GitHub 
15837,25-29,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, GitHub 
15837,25-29,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Kaggle 
15837,25-29,Man,South Korea,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, Colab 
15845,25-29,Woman,United Kingdom of Great Britain and Northern Ireland,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Mid,50K - 100K,I do not share my work publicly
15848,40-44,Woman,Nigeria,Master’s degree,Business Analyst,Retail/Sales,Junior,< 20K,I do not share my work publicly
15856,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 20K, Colab 
15859,35-39,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Senior+,20K - 50K, GitHub 
15862,25-29,Man,India,Professional doctorate,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
15862,25-29,Man,India,Professional doctorate,Data Analyst,Computers/Technology,Junior,< 20K, Kaggle 
15894,30-34,Man,Chile,Master’s degree,Data Analyst,Retail/Sales,Junior,20K - 50K,I do not share my work publicly
15903,25-29,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, GitHub 
15903,25-29,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, Kaggle 
15903,25-29,Man,Russia,Master’s degree,Data Analyst,Computers/Technology,Junior,100K - 200K, Colab 
15921,22-24,Man,Nepal,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 20K, GitHub 
15921,22-24,Man,Nepal,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 20K, Colab 
15926,50-54,Man,Spain,Some college/university study without earning a bachelor’s degree,Business Analyst,Government/Public Service,Junior,< 20K, GitHub 
15929,35-39,Man,Netherlands,Master’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, Streamlit 
15929,35-39,Man,Netherlands,Master’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, GitHub 
15929,35-39,Man,Netherlands,Master’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, Kaggle 
15940,22-24,Woman,Malaysia,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, Plotly Dash 
15940,22-24,Woman,Malaysia,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 20K, GitHub 
15969,25-29,Man,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 20K,I do not share my work publicly
15981,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Other,Junior,50K - 100K, GitHub 
15981,30-34,Man,United States of America,Bachelor’s degree,Business Analyst,Other,Junior,50K - 100K, Colab 
16022,18-21,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 20K, Streamlit 
16022,18-21,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 20K, GitHub 
16022,18-21,Man,Peru,Some college/university study without earning a bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 20K, Kaggle 
16032,30-34,Man,Other,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, GitHub 
16032,30-34,Man,Other,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, Personal blog 
16059,25-29,Man,United States of America,Master’s degree,Data Analyst,Shipping/Transportation,Mid,100K - 200K, GitHub 
16065,50-54,Man,Indonesia,Master’s degree,Business Analyst,Academics/Education,Junior,< 20K,I do not share my work publicly
16088,25-29,Woman,Canada,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,I do not share my work publicly
16107,30-34,Man,Chile,Some college/university study without earning a bachelor’s degree,Data Analyst,Retail/Sales,Junior,< 20K, Kaggle 
16138,45-49,Man,Romania,Master’s degree,Data Analyst,Marketing/CRM,Mid,< 20K, GitHub 
16163,25-29,Man,Chile,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,< 20K, GitHub 
16163,25-29,Man,Chile,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,< 20K, Personal blog 
16163,25-29,Man,Chile,Bachelor’s degree,Business Analyst,Hospitality/Entertainment/Sports,Junior,< 20K, Kaggle 
16174,40-44,Man,Other,Master’s degree,Data Analyst,Government/Public Service,Junior,20K - 50K, Shiny 
16204,30-34,Man,China,Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Senior,50K - 100K, GitHub 
16204,30-34,Man,China,Bachelor’s degree,Business Analyst,Online Service/Internet-based Services,Senior,50K - 100K, Personal blog 
16208,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K, NBViewer 
16239,25-29,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 20K,I do not share my work publicly
16245,30-34,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Senior,< 20K, GitHub 
16245,30-34,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Senior,< 20K, Kaggle 
16259,25-29,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, GitHub 
16259,25-29,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, Personal blog 
16259,25-29,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, Kaggle 
16259,25-29,Woman,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 20K, Colab 
16261,40-44,Man,United States of America,Master’s degree,Data Analyst,Energy/Mining,Mid,20K - 50K, Kaggle 
16283,35-39,Man,Brazil,Master’s degree,Data Analyst,Marketing/CRM,Mid,20K - 50K, GitHub 
16325,30-34,Man,Israel,Master’s degree,Data Analyst,Marketing/CRM,Junior,20K - 50K, GitHub 
16329,40-44,Man,"Iran, Islamic Republic of...",Some college/university study without earning a bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 20K, GitHub 
16329,40-44,Man,"Iran, Islamic Republic of...",Some college/university study without earning a bachelor’s degree,Business Analyst,Marketing/CRM,Junior,< 20K, Personal blog 
16332,18-21,Man,India,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 20K,I do not share my work publicly
16334,25-29,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 20K, GitHub 
16373,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 20K,Other
16383,30-34,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Senior+,< 20K, GitHub 
16383,30-34,Woman,India,Master’s degree,Data Analyst,Accounting/Finance,Senior+,< 20K, Kaggle 
16403,35-39,Man,United States of America,Master’s degree,Data Analyst,Other,Mid,50K - 100K,I do not share my work publicly
16411,45-49,Man,United States of America,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,100K - 200K, Streamlit 
16411,45-49,Man,United States of America,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,100K - 200K, GitHub 
16411,45-49,Man,United States of America,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,100K - 200K, Kaggle 
16411,45-49,Man,United States of America,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Senior+,100K - 200K, Colab 
16469,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K, GitHub 
16469,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K, Kaggle 
16469,30-34,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,50K - 100K, Colab 
16477,25-29,Man,Peru,Bachelor’s degree,Data Analyst,Government/Public Service,Mid,< 20K, GitHub 
16514,25-29,Man,Australia,Some college/university study without earning a bachelor’s degree,Data Analyst,Military/Security/Defense,Junior,50K - 100K,I do not share my work publicly
