index,age,gender,country,education,role,field,cat_experience,cat_salary,languages
11171,50-54,Man,Spain,Master’s degree,Business Analyst,Government/Public Service,Sin experiencia,50K - 100K,
11174,25-29,Man,United States of America,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,Python
11174,25-29,Man,United States of America,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K, R
11175,40-44,Man,Ghana,Master’s degree,Data Analyst,Other,Sin experiencia,< 25K,
11176,45-49,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Senior+,50K - 100K,Python
11176,45-49,Man,India,Master’s degree,Business Analyst,Marketing/CRM,Senior+,50K - 100K, Bash
11187,55-59,Man,Brazil,Master’s degree,Business Analyst,Accounting/Finance,Senior+,25K - 50K,Python
11187,55-59,Man,Brazil,Master’s degree,Business Analyst,Accounting/Finance,Senior+,25K - 50K, R
11187,55-59,Man,Brazil,Master’s degree,Business Analyst,Accounting/Finance,Senior+,25K - 50K, Javascript
11191,40-44,Woman,United States of America,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,25K - 50K,Python
11191,40-44,Woman,United States of America,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,25K - 50K, R
11191,40-44,Woman,United States of America,Bachelor’s degree,Data Analyst,Online Service/Internet-based Services,Junior,25K - 50K, SQL
11199,30-34,Woman,United States of America,Master’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K,Python
11199,30-34,Woman,United States of America,Master’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, SQL
11217,45-49,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,25K - 50K,Python
11226,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Business Analyst,Medical/Pharmaceutical,Mid,25K - 50K,Python
11226,35-39,Woman,United Kingdom of Great Britain and Northern Ireland,Doctoral degree,Business Analyst,Medical/Pharmaceutical,Mid,25K - 50K, R
11231,25-29,Man,China,Bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K, SQL
11233,35-39,Man,United States of America,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,100K - 200K,Python
11233,35-39,Man,United States of America,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,100K - 200K, R
11233,35-39,Man,United States of America,Master’s degree,Data Analyst,Broadcasting/Communications,Senior,100K - 200K, SQL
11234,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Python
11234,25-29,Man,Kenya,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, SQL
11238,40-44,Man,Argentina,I prefer not to answer,Data Analyst,Shipping/Transportation,Sin experiencia,< 25K,
11240,25-29,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
11240,25-29,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
11240,25-29,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, C++
11240,25-29,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Javascript
11240,25-29,Man,Mexico,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, MATLAB
11242,35-39,Woman,India,Bachelor’s degree,Business Analyst,Government/Public Service,Sin experiencia,25K - 50K,
11253,22-24,Woman,Viet Nam,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Python
11253,22-24,Woman,Viet Nam,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K, SQL
11260,25-29,Woman,India,Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Sin experiencia,< 25K,
11266,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Python
11266,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, R
11266,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, SQL
11266,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, MATLAB
11276,30-34,Man,United States of America,Master’s degree,Data Analyst,,Senior,,Python
11276,30-34,Man,United States of America,Master’s degree,Data Analyst,,Senior,, SQL
11281,25-29,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Python
11281,25-29,Man,Kenya,Master’s degree,Data Analyst,Government/Public Service,Junior,< 25K, R
11305,30-34,Man,India,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K,Python
11305,30-34,Man,India,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,< 25K, SQL
11330,22-24,Man,Viet Nam,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
11330,22-24,Man,Viet Nam,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
11331,30-34,Man,Ireland,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Python
11344,45-49,Man,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Senior,50K - 100K,Python
11344,45-49,Man,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Senior,50K - 100K, SQL
11344,45-49,Man,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Senior,50K - 100K, C
11344,45-49,Man,United States of America,Bachelor’s degree,Data Analyst,Academics/Education,Senior,50K - 100K, Javascript
11345,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K, R
11345,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K, SQL
11345,25-29,Man,Indonesia,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K, Other
11346,45-49,Man,Algeria,No formal education past high school,Business Analyst,Academics/Education,Sin experiencia,25K - 50K,
11351,30-34,Man,Mexico,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,25K - 50K, R
11351,30-34,Man,Mexico,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,25K - 50K, SQL
11371,25-29,Woman,Colombia,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Python
11371,25-29,Woman,Colombia,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K, SQL
11371,25-29,Woman,Colombia,Master’s degree,Data Analyst,Non-profit/Service,Junior,< 25K, Javascript
11372,22-24,Man,India,Master’s degree,Data Analyst,,Junior,,Python
11372,22-24,Man,India,Master’s degree,Data Analyst,,Junior,, R
11372,22-24,Man,India,Master’s degree,Data Analyst,,Junior,, SQL
11372,22-24,Man,India,Master’s degree,Data Analyst,,Junior,, C
11372,22-24,Man,India,Master’s degree,Data Analyst,,Junior,, C++
11372,22-24,Man,India,Master’s degree,Data Analyst,,Junior,, Java
11372,22-24,Man,India,Master’s degree,Data Analyst,,Junior,, MATLAB
11381,30-34,Man,India,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, None
11393,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, R
11393,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, SQL
11407,40-44,Man,Chile,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K,Python
11407,40-44,Man,Chile,Bachelor’s degree,Business Analyst,Retail/Sales,Junior,< 25K, R
11421,22-24,Woman,India,Bachelor’s degree,Data Analyst,Other,Sin experiencia,< 25K,
11434,40-44,Man,Ghana,Master’s degree,Business Analyst,Accounting/Finance,Senior+,25K - 50K,Python
11434,40-44,Man,Ghana,Master’s degree,Business Analyst,Accounting/Finance,Senior+,25K - 50K, R
11434,40-44,Man,Ghana,Master’s degree,Business Analyst,Accounting/Finance,Senior+,25K - 50K, SQL
11434,40-44,Man,Ghana,Master’s degree,Business Analyst,Accounting/Finance,Senior+,25K - 50K, Other
11435,30-34,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K,Python
11435,30-34,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Mid,50K - 100K, SQL
11449,35-39,Man,United Arab Emirates,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K,Python
11449,35-39,Man,United Arab Emirates,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K, SQL
11449,35-39,Man,United Arab Emirates,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K, Java
11449,35-39,Man,United Arab Emirates,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K, Javascript
11449,35-39,Man,United Arab Emirates,Master’s degree,Business Analyst,Accounting/Finance,Junior,50K - 100K, Other
11451,40-44,Man,India,Bachelor’s degree,Business Analyst,Marketing/CRM,Sin experiencia,< 25K,
11452,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,25K - 50K,Python
11452,25-29,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,25K - 50K, R
11458,25-29,Man,India,I prefer not to answer,Data Analyst,Retail/Sales,Junior,< 25K,Python
11458,25-29,Man,India,I prefer not to answer,Data Analyst,Retail/Sales,Junior,< 25K, SQL
11487,40-44,Man,Philippines,Master’s degree,Data Analyst,Military/Security/Defense,Junior,< 25K,Python
11487,40-44,Man,Philippines,Master’s degree,Data Analyst,Military/Security/Defense,Junior,< 25K, SQL
11499,22-24,Man,Nepal,Master’s degree,Data Analyst,Other,Junior,< 25K,Python
11501,30-34,Woman,Viet Nam,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Python
11501,30-34,Woman,Viet Nam,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, R
11501,30-34,Woman,Viet Nam,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K, SQL
11530,22-24,Man,Taiwan,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K,Python
11530,22-24,Man,Taiwan,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, R
11542,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
11542,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
11543,25-29,Man,Netherlands,Master’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,Python
11543,25-29,Man,Netherlands,Master’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K, SQL
11545,30-34,Woman,Saudi Arabia,Doctoral degree,Data Analyst,Academics/Education,Junior,25K - 50K,Python
11545,30-34,Woman,Saudi Arabia,Doctoral degree,Data Analyst,Academics/Education,Junior,25K - 50K, SQL
11545,30-34,Woman,Saudi Arabia,Doctoral degree,Data Analyst,Academics/Education,Junior,25K - 50K, C++
11545,30-34,Woman,Saudi Arabia,Doctoral degree,Data Analyst,Academics/Education,Junior,25K - 50K, Java
11545,30-34,Woman,Saudi Arabia,Doctoral degree,Data Analyst,Academics/Education,Junior,25K - 50K, MATLAB
11548,22-24,Man,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Python
11548,22-24,Man,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, SQL
11548,22-24,Man,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, C++
11548,22-24,Man,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, Java
11548,22-24,Man,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, Swift
11554,25-29,Woman,United States of America,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Python
11554,25-29,Woman,United States of America,Master’s degree,Business Analyst,Computers/Technology,Mid,< 25K, SQL
11561,55-59,Woman,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,50K - 100K, SQL
11571,25-29,Woman,United States of America,Master’s degree,Data Analyst,Energy/Mining,Junior,50K - 100K,Python
11571,25-29,Woman,United States of America,Master’s degree,Data Analyst,Energy/Mining,Junior,50K - 100K, R
11571,25-29,Woman,United States of America,Master’s degree,Data Analyst,Energy/Mining,Junior,50K - 100K, SQL
11577,45-49,Man,Egypt,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,
11580,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,,Senior,,Python
11580,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,,Senior,, R
11580,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,,Senior,, SQL
11585,25-29,Woman,Netherlands,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,50K - 100K,Python
11585,25-29,Woman,Netherlands,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Mid,50K - 100K, SQL
11595,50-54,Man,Mexico,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,, R
11595,50-54,Man,Mexico,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,, SQL
11599,40-44,Man,Belarus,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
11599,40-44,Man,Belarus,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, R
11599,40-44,Man,Belarus,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
11603,35-39,Woman,United States of America,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Python
11603,35-39,Woman,United States of America,Bachelor’s degree,Data Analyst,Computers/Technology,Mid,< 25K, SQL
11608,22-24,Woman,Kenya,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Python
11608,22-24,Woman,Kenya,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, R
11608,22-24,Woman,Kenya,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, SQL
11608,22-24,Woman,Kenya,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, C++
11608,22-24,Woman,Kenya,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Java
11608,22-24,Woman,Kenya,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Javascript
11608,22-24,Woman,Kenya,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, MATLAB
11627,35-39,Man,Canada,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,100K - 200K, SQL
11630,18-21,Man,Nigeria,Some college/university study without earning a bachelor’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K, Javascript
11640,45-49,Man,Russia,Doctoral degree,Data Analyst,Academics/Education,Senior+,< 25K,Python
11640,45-49,Man,Russia,Doctoral degree,Data Analyst,Academics/Education,Senior+,< 25K, R
11640,45-49,Man,Russia,Doctoral degree,Data Analyst,Academics/Education,Senior+,< 25K, C++
11640,45-49,Man,Russia,Doctoral degree,Data Analyst,Academics/Education,Senior+,< 25K, MATLAB
11643,55-59,Man,Singapore,Master’s degree,Data Analyst,Academics/Education,Senior+,< 25K,Python
11643,55-59,Man,Singapore,Master’s degree,Data Analyst,Academics/Education,Senior+,< 25K, R
11643,55-59,Man,Singapore,Master’s degree,Data Analyst,Academics/Education,Senior+,< 25K, Javascript
11643,55-59,Man,Singapore,Master’s degree,Data Analyst,Academics/Education,Senior+,< 25K, Other
11651,25-29,Woman,Brazil,Bachelor’s degree,Business Analyst,Energy/Mining,Junior,< 25K,Python
11651,25-29,Woman,Brazil,Bachelor’s degree,Business Analyst,Energy/Mining,Junior,< 25K, SQL
11657,40-44,Man,Colombia,Master’s degree,Data Analyst,Energy/Mining,Junior,50K - 100K,Python
11668,35-39,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior,50K - 100K,Python
11668,35-39,Woman,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior,50K - 100K, Other
11676,25-29,Man,India,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Sin experiencia,< 25K,
11700,40-44,Man,Sweden,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,,Python
11700,40-44,Man,Sweden,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,, R
11700,40-44,Man,Sweden,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,, SQL
11720,25-29,Man,Egypt,Bachelor’s degree,Data Analyst,,Junior,,Python
11725,50-54,Man,India,Some college/university study without earning a bachelor’s degree,Business Analyst,Accounting/Finance,Sin experiencia,< 25K,
11743,25-29,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Python
11743,25-29,Man,India,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, SQL
11746,30-34,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,25K - 50K,Python
11746,30-34,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,25K - 50K, R
11746,30-34,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,25K - 50K, SQL
11746,30-34,Man,United States of America,Master’s degree,Business Analyst,Academics/Education,Junior,25K - 50K, C
11750,25-29,Man,Malaysia,Master’s degree,Data Analyst,Medical/Pharmaceutical,Sin experiencia,< 25K,
11752,55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior+,25K - 50K,Python
11752,55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior+,25K - 50K, R
11752,55-59,Woman,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Data Analyst,Medical/Pharmaceutical,Senior+,25K - 50K, SQL
11755,35-39,Man,Switzerland,Master’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,100K - 200K,Python
11759,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K,Python
11759,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K, SQL
11759,40-44,Man,United Kingdom of Great Britain and Northern Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst,Shipping/Transportation,Junior,< 25K, Javascript
