index,age,gender,country,education,role,field,cat_experience,cat_salary,notebooks_unido
13951,22-24,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K, Kaggle Notebooks
13951,22-24,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Colab Notebooks
13967,30-34,Man,South Korea,Master’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Colab Notebooks
13990,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,25K - 50K, Kaggle Notebooks
13990,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,25K - 50K,Colab Notebooks
13992,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Accounting/Finance,Senior+,, Kaggle Notebooks
13992,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Accounting/Finance,Senior+,,Colab Notebooks
13992,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Accounting/Finance,Senior+,, Amazon Sagemaker Studio Notebooks 
13992,35-39,Man,United Kingdom of Great Britain and Northern Ireland,Master’s degree,Business Analyst,Accounting/Finance,Senior+,, Amazon EMR Notebooks 
14000,22-24,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Mid,< 25K, Kaggle Notebooks
14007,50-54,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,100K - 200K, Kaggle Notebooks
14007,50-54,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,100K - 200K, Binder / JupyterHub 
14015,22-24,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
14035,18-21,Man,China,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Other
14043,40-44,Man,China,I prefer not to answer,Business Analyst,Non-profit/Service,Senior+,< 25K, Kaggle Notebooks
14043,40-44,Man,China,I prefer not to answer,Business Analyst,Non-profit/Service,Senior+,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
14044,30-34,Man,Peru,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 25K, Kaggle Notebooks
14044,30-34,Man,Peru,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 25K,Colab Notebooks
14044,30-34,Man,Peru,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
14054,30-34,Man,Peru,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K, Kaggle Notebooks
14054,30-34,Man,Peru,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Colab Notebooks
14068,25-29,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Colab Notebooks
14103,35-39,Man,United States of America,Master’s degree,Data Analyst,Non-profit/Service,Senior+,< 25K, Kaggle Notebooks
14103,35-39,Man,United States of America,Master’s degree,Data Analyst,Non-profit/Service,Senior+,< 25K, Amazon Sagemaker Studio Notebooks 
14139,18-21,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Colab Notebooks
14144,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Other
14154,30-34,Man,Ukraine,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K, Kaggle Notebooks
14165,25-29,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, Amazon Sagemaker Studio Notebooks 
14165,25-29,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, Amazon EMR Notebooks 
14170,30-34,Woman,Israel,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,25K - 50K,Colab Notebooks
14174,25-29,Man,South Korea,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K, Kaggle Notebooks
14174,25-29,Man,South Korea,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Colab Notebooks
14174,25-29,Man,South Korea,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K, Databricks Collaborative Notebooks 
14195,25-29,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K, Kaggle Notebooks
14195,25-29,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Colab Notebooks
14195,25-29,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
14210,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
14213,30-34,Prefer not to say,United States of America,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,, Kaggle Notebooks
14213,30-34,Prefer not to say,United States of America,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,,Azure Notebooks
14224,35-39,Man,Indonesia,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, IBM Watson Studio 
14234,60-69,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Senior,> 200K, Kaggle Notebooks
14234,60-69,Man,United States of America,Bachelor’s degree,Data Analyst,Other,Senior,> 200K,Google Cloud Notebooks (AI Platform / Vertex AI) 
14237,22-24,Man,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Azure Notebooks
14250,25-29,Woman,United States of America,Bachelor’s degree,Data Analyst,Retail/Sales,Junior,25K - 50K, Kaggle Notebooks
14281,30-34,Man,Japan,Master’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Colab Notebooks
14319,30-34,Man,Other,Bachelor’s degree,Data Analyst,Shipping/Transportation,Mid,,Google Cloud Datalab
14322,60-69,Man,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior+,< 25K,Azure Notebooks
14322,60-69,Man,Malaysia,Master’s degree,Business Analyst,Computers/Technology,Senior+,< 25K, Observable Notebooks 
14326,22-24,Man,Kenya,Bachelor’s degree,Business Analyst,Accounting/Finance,Junior,< 25K, Kaggle Notebooks
14345,25-29,Woman,Brazil,Master’s degree,Data Analyst,Insurance/Risk Assessment,Mid,< 25K,Other
14347,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Colab Notebooks
14350,22-24,Woman,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
14350,22-24,Woman,China,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
14364,35-39,Man,India,Master’s degree,Data Analyst,Energy/Mining,Junior,25K - 50K, Kaggle Notebooks
14364,35-39,Man,India,Master’s degree,Data Analyst,Energy/Mining,Junior,25K - 50K,Colab Notebooks
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Kaggle Notebooks
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K,Colab Notebooks
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K,Azure Notebooks
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Paperspace / Gradient 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Binder / JupyterHub 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Code Ocean 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, IBM Watson Studio 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Amazon Sagemaker Studio Notebooks 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Amazon EMR Notebooks 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K,Google Cloud Notebooks (AI Platform / Vertex AI) 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K,Google Cloud Datalab
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Databricks Collaborative Notebooks 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Zeppelin / Zepl Notebooks 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Deepnote Notebooks 
14365,35-39,Man,United States of America,Master’s degree,Business Analyst,Government/Public Service,Senior+,> 200K, Observable Notebooks 
14394,18-21,Woman,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,< 25K, Kaggle Notebooks
14394,18-21,Woman,Brazil,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Colab Notebooks
14401,25-29,Man,Other,I prefer not to answer,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
14407,25-29,Man,Other,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K, Kaggle Notebooks
14407,25-29,Man,Other,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Colab Notebooks
14411,22-24,Man,United States of America,Bachelor’s degree,Data Analyst,Hospitality/Entertainment/Sports,Senior,50K - 100K,Azure Notebooks
14438,22-24,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K, Kaggle Notebooks
14446,30-34,Man,Saudi Arabia,Bachelor’s degree,Data Analyst,Academics/Education,Senior,< 25K, Kaggle Notebooks
14451,25-29,Man,Japan,Master’s degree,Data Analyst,Marketing/CRM,Junior,50K - 100K, Kaggle Notebooks
14451,25-29,Man,Japan,Master’s degree,Data Analyst,Marketing/CRM,Junior,50K - 100K,Colab Notebooks
14451,25-29,Man,Japan,Master’s degree,Data Analyst,Marketing/CRM,Junior,50K - 100K, Amazon Sagemaker Studio Notebooks 
14458,35-39,Man,Germany,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Databricks Collaborative Notebooks 
14463,35-39,Woman,India,Master’s degree,Data Analyst,Computers/Technology,Senior,< 25K,Colab Notebooks
14470,18-21,Man,India,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K, IBM Watson Studio 
14470,18-21,Man,India,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K, Observable Notebooks 
14480,25-29,Man,India,Master’s degree,Business Analyst,Energy/Mining,Mid,< 25K,Colab Notebooks
14482,45-49,Man,United States of America,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,100K - 200K, Kaggle Notebooks
14482,45-49,Man,United States of America,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,100K - 200K,Google Cloud Datalab
14491,35-39,Man,Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst,Broadcasting/Communications,Senior+,50K - 100K, IBM Watson Studio 
14491,35-39,Man,Ireland,Some college/university study without earning a bachelor’s degree,Data Analyst,Broadcasting/Communications,Senior+,50K - 100K,Other
14493,25-29,Man,India,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
14493,25-29,Man,India,Doctoral degree,Data Analyst,Academics/Education,Junior,< 25K,Google Cloud Datalab
14498,60-69,Man,United States of America,Doctoral degree,Data Analyst,,Senior+,, Kaggle Notebooks
14500,22-24,Woman,United States of America,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K, Kaggle Notebooks
14510,22-24,Man,Singapore,Master’s degree,Business Analyst,Other,Junior,50K - 100K,Colab Notebooks
14512,45-49,Man,Australia,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,100K - 200K,Azure Notebooks
14524,30-34,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Mid,25K - 50K,Colab Notebooks
14524,30-34,Man,China,Master’s degree,Business Analyst,Accounting/Finance,Mid,25K - 50K, Zeppelin / Zepl Notebooks 
14527,60-69,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior+,100K - 200K, Kaggle Notebooks
14527,60-69,Man,United States of America,Master’s degree,Data Analyst,Academics/Education,Senior+,100K - 200K, Binder / JupyterHub 
14542,30-34,Man,Other,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K, Kaggle Notebooks
14542,30-34,Man,Other,Master’s degree,Data Analyst,Manufacturing/Fabrication,Mid,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
14552,30-34,Man,China,I prefer not to answer,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
14575,18-21,Man,China,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
14575,18-21,Man,China,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Colab Notebooks
14588,35-39,Man,Chile,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Mid,25K - 50K,Colab Notebooks
14602,40-44,Man,Canada,Bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Junior,50K - 100K, Kaggle Notebooks
14610,30-34,Woman,United States of America,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, Binder / JupyterHub 
14610,30-34,Woman,United States of America,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,50K - 100K, Databricks Collaborative Notebooks 
14614,45-49,Man,Egypt,Bachelor’s degree,Data Analyst,,Junior,,Other
14632,30-34,Man,Hong Kong (S.A.R.),Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,< 25K, Binder / JupyterHub 
14632,30-34,Man,Hong Kong (S.A.R.),Bachelor’s degree,Data Analyst,Medical/Pharmaceutical,Mid,< 25K,Google Cloud Datalab
14640,25-29,Man,Nigeria,Bachelor’s degree,Business Analyst,Academics/Education,Junior,< 25K,Google Cloud Datalab
14672,18-21,Woman,Poland,Bachelor’s degree,Data Analyst,Non-profit/Service,Junior,< 25K,Other
14680,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Mid,< 25K, Kaggle Notebooks
14680,25-29,Man,Brazil,Some college/university study without earning a bachelor’s degree,Business Analyst,Manufacturing/Fabrication,Mid,< 25K,Colab Notebooks
14685,30-34,Man,India,Bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K, IBM Watson Studio 
14685,30-34,Man,India,Bachelor’s degree,Business Analyst,Shipping/Transportation,Junior,< 25K, Deepnote Notebooks 
14690,60-69,Man,United States of America,Master’s degree,Data Analyst,Other,Senior,< 25K, Kaggle Notebooks
14692,25-29,Woman,Pakistan,Master’s degree,Data Analyst,Accounting/Finance,Junior,25K - 50K,Colab Notebooks
14765,25-29,Man,India,Master’s degree,Business Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
14769,30-34,Man,Italy,Master’s degree,Data Analyst,,Junior,,Colab Notebooks
14779,22-24,Man,China,Bachelor’s degree,Data Analyst,Marketing/CRM,Junior,< 25K, Binder / JupyterHub 
14780,30-34,Woman,Other,Master’s degree,Business Analyst,Energy/Mining,Junior,25K - 50K, Kaggle Notebooks
14789,35-39,Man,Denmark,Master’s degree,Data Analyst,Retail/Sales,Junior,< 25K, Kaggle Notebooks
14810,25-29,Man,Philippines,Master’s degree,Data Analyst,Insurance/Risk Assessment,Junior,< 25K,Colab Notebooks
14825,25-29,Man,Bangladesh,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K, Kaggle Notebooks
14839,22-24,Woman,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Amazon Sagemaker Studio Notebooks 
14856,25-29,Man,India,Master’s degree,Data Analyst,Online Service/Internet-based Services,Junior,< 25K, Kaggle Notebooks
14858,30-34,Man,Egypt,Bachelor’s degree,Data Analyst,Other,Junior,< 25K,Colab Notebooks
14864,22-24,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
14881,45-49,Woman,Canada,Master’s degree,Data Analyst,Hospitality/Entertainment/Sports,Junior,< 25K, Amazon Sagemaker Studio Notebooks 
14891,40-44,Man,Egypt,Bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Colab Notebooks
14915,22-24,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Binder / JupyterHub 
14920,25-29,Man,Germany,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, Kaggle Notebooks
14920,25-29,Man,Germany,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K, IBM Watson Studio 
14920,25-29,Man,Germany,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Google Cloud Notebooks (AI Platform / Vertex AI) 
14925,35-39,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K, Kaggle Notebooks
14926,22-24,Man,United States of America,Master’s degree,Business Analyst,Other,Senior,50K - 100K,Colab Notebooks
14937,25-29,Woman,Saudi Arabia,Doctoral degree,Data Analyst,Computers/Technology,Senior,< 25K, Kaggle Notebooks
14937,25-29,Woman,Saudi Arabia,Doctoral degree,Data Analyst,Computers/Technology,Senior,< 25K, Binder / JupyterHub 
14937,25-29,Woman,Saudi Arabia,Doctoral degree,Data Analyst,Computers/Technology,Senior,< 25K, IBM Watson Studio 
14937,25-29,Woman,Saudi Arabia,Doctoral degree,Data Analyst,Computers/Technology,Senior,< 25K,Google Cloud Datalab
14947,25-29,Man,China,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Colab Notebooks
14947,25-29,Man,China,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K, IBM Watson Studio 
14950,30-34,Man,Singapore,Bachelor’s degree,Business Analyst,Computers/Technology,Senior+,50K - 100K,Colab Notebooks
14970,60-69,Woman,United States of America,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Senior,, Kaggle Notebooks
14978,40-44,Man,Argentina,Some college/university study without earning a bachelor’s degree,Data Analyst,Manufacturing/Fabrication,Junior,< 25K,Colab Notebooks
