index,age,gender,country,education,role,field,cat_experience,cat_salary,courses_unido
13756,25-29,Man,United States of America,Master’s degree,Business Analyst,Marketing/CRM,Sin experiencia,< 25K,Udemy
13756,25-29,Man,United States of America,Master’s degree,Business Analyst,Marketing/CRM,Sin experiencia,< 25K,University Courses (resulting in a university degree)
13759,50-54,Woman,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,Coursera
13759,50-54,Woman,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Mid,50K - 100K,Kaggle Learn Courses
13762,30-34,Man,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K,Coursera
13762,30-34,Man,United States of America,Master’s degree,Data Analyst,Accounting/Finance,Senior+,50K - 100K,University Courses (resulting in a university degree)
13767,25-29,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,25K - 50K,Coursera
13767,25-29,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,25K - 50K,edX
13767,25-29,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,25K - 50K,DataCamp
13767,25-29,Man,Canada,Master’s degree,Data Analyst,Accounting/Finance,Senior,25K - 50K,Udemy
13774,40-44,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Mid,100K - 200K,Coursera
13774,40-44,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Mid,100K - 200K,edX
13774,40-44,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Mid,100K - 200K,Kaggle Learn Courses
13774,40-44,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Mid,100K - 200K,DataCamp
13774,40-44,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Mid,100K - 200K,Udemy
13774,40-44,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Mid,100K - 200K,LinkedIn Learning
13789,30-34,Man,Ukraine,Master’s degree,Data Analyst,Retail/Sales,Junior,25K - 50K,Coursera
13789,30-34,Man,Ukraine,Master’s degree,Data Analyst,Retail/Sales,Junior,25K - 50K,Kaggle Learn Courses
13789,30-34,Man,Ukraine,Master’s degree,Data Analyst,Retail/Sales,Junior,25K - 50K,DataCamp
13789,30-34,Man,Ukraine,Master’s degree,Data Analyst,Retail/Sales,Junior,25K - 50K,Udemy
13803,25-29,Man,India,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,< 25K,Coursera
13803,25-29,Man,India,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,< 25K,Kaggle Learn Courses
13803,25-29,Man,India,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,< 25K,DataCamp
13803,25-29,Man,India,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,< 25K,Udemy
13822,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Coursera
13822,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Kaggle Learn Courses
13822,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Udemy
13825,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
13825,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Kaggle Learn Courses
13825,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,DataCamp
13825,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udemy
13825,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,LinkedIn Learning
13825,35-39,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,University Courses (resulting in a university degree)
13826,40-44,Man,Philippines,Master’s degree,Data Analyst,Other,Junior,< 25K,edX
13826,40-44,Man,Philippines,Master’s degree,Data Analyst,Other,Junior,< 25K,DataCamp
13826,40-44,Man,Philippines,Master’s degree,Data Analyst,Other,Junior,< 25K,University Courses (resulting in a university degree)
13835,55-59,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Coursera
13835,55-59,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Kaggle Learn Courses
13835,55-59,Man,Other,Some college/university study without earning a bachelor’s degree,Data Analyst,Energy/Mining,Junior,< 25K,DataCamp
13836,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Coursera
13836,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Kaggle Learn Courses
13836,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Udemy
13836,25-29,Man,India,Bachelor’s degree,Data Analyst,Computers/Technology,Junior,< 25K,LinkedIn Learning
13838,22-24,Man,Taiwan,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Coursera
13838,22-24,Man,Taiwan,Master’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udemy
13857,30-34,Woman,United States of America,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,100K - 200K,DataCamp
13857,30-34,Woman,United States of America,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,100K - 200K,Udemy
13857,30-34,Woman,United States of America,Bachelor’s degree,Business Analyst,Online Business/Internet-based Sales,Junior,100K - 200K,LinkedIn Learning
13902,18-21,Man,India,Bachelor’s degree,Business Analyst,Energy/Mining,Senior+,< 25K,Coursera
13902,18-21,Man,India,Bachelor’s degree,Business Analyst,Energy/Mining,Senior+,< 25K,LinkedIn Learning
13902,18-21,Man,India,Bachelor’s degree,Business Analyst,Energy/Mining,Senior+,< 25K,Other
13903,35-39,Man,Argentina,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,Kaggle Learn Courses
13903,35-39,Man,Argentina,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,DataCamp
13909,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Coursera
13909,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Udacity
13909,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 25K,Udemy
13909,25-29,Man,India,Bachelor’s degree,Business Analyst,Computers/Technology,Mid,< 25K,LinkedIn Learning
13927,40-44,Man,Other,No formal education past high school,Data Analyst,Academics/Education,Senior,< 25K,Udacity
13929,40-44,Man,South Africa,Bachelor’s degree,Business Analyst,Other,Junior,< 25K,Coursera
13929,40-44,Man,South Africa,Bachelor’s degree,Business Analyst,Other,Junior,< 25K,DataCamp
13929,40-44,Man,South Africa,Bachelor’s degree,Business Analyst,Other,Junior,< 25K,Udemy
13946,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Coursera
13946,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Kaggle Learn Courses
13946,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Udemy
13946,30-34,Man,Other,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Other
13947,18-21,Man,China,Some college/university study without earning a bachelor’s degree,Data Analyst,Broadcasting/Communications,Junior,< 25K,Udemy
13951,22-24,Man,Nigeria,Master’s degree,Data Analyst,Energy/Mining,Junior,< 25K,Other
13961,25-29,Man,Nepal,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,edX
13961,25-29,Man,Nepal,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Kaggle Learn Courses
13961,25-29,Man,Nepal,Master’s degree,Data Analyst,Computers/Technology,Mid,< 25K,Udemy
13967,30-34,Man,South Korea,Master’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Coursera
13973,30-34,Man,India,Master’s degree,Data Analyst,Accounting/Finance,Senior,< 25K,Kaggle Learn Courses
13987,45-49,Man,Poland,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Senior+,< 25K,Coursera
13987,45-49,Man,Poland,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Senior+,< 25K,Kaggle Learn Courses
13987,45-49,Man,Poland,Bachelor’s degree,Data Analyst,Broadcasting/Communications,Senior+,< 25K,Udemy
13990,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,25K - 50K,Coursera
13990,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,25K - 50K,edX
13990,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,25K - 50K,Kaggle Learn Courses
13990,30-34,Man,India,Master’s degree,Data Analyst,Computers/Technology,Senior,25K - 50K,Udemy
14000,22-24,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Mid,< 25K,Coursera
14000,22-24,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Mid,< 25K,edX
14000,22-24,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Mid,< 25K,Kaggle Learn Courses
14000,22-24,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Mid,< 25K,DataCamp
14000,22-24,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Mid,< 25K,Udacity
14000,22-24,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Mid,< 25K,Udemy
14000,22-24,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Mid,< 25K,LinkedIn Learning
14000,22-24,Woman,Egypt,Some college/university study without earning a bachelor’s degree,Data Analyst,Other,Mid,< 25K,University Courses (resulting in a university degree)
14007,50-54,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,100K - 200K,Udemy
14007,50-54,Man,India,Master’s degree,Data Analyst,Insurance/Risk Assessment,Senior+,100K - 200K,Other
14015,22-24,Man,Peru,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udemy
14035,18-21,Man,China,Bachelor’s degree,Data Analyst,Academics/Education,Junior,< 25K,Other
14043,40-44,Man,China,I prefer not to answer,Business Analyst,Non-profit/Service,Senior+,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14044,30-34,Man,Peru,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 25K,Coursera
14044,30-34,Man,Peru,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 25K,edX
14044,30-34,Man,Peru,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 25K,Kaggle Learn Courses
14044,30-34,Man,Peru,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 25K,Udemy
14044,30-34,Man,Peru,Bachelor’s degree,Data Analyst,Non-profit/Service,Mid,< 25K,LinkedIn Learning
14054,30-34,Man,Peru,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Coursera
14054,30-34,Man,Peru,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,edX
14054,30-34,Man,Peru,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Kaggle Learn Courses
14054,30-34,Man,Peru,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,DataCamp
14054,30-34,Man,Peru,Master’s degree,Data Analyst,Medical/Pharmaceutical,Junior,< 25K,Udemy
14068,25-29,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,edX
14068,25-29,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,DataCamp
14068,25-29,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Udemy
14068,25-29,Man,India,Bachelor’s degree,Data Analyst,Government/Public Service,Junior,< 25K,Other
14083,40-44,Man,India,Master’s degree,Data Analyst,Computers/Technology,Junior,< 25K,LinkedIn Learning
14103,35-39,Man,United States of America,Master’s degree,Data Analyst,Non-profit/Service,Senior+,< 25K,Coursera
14103,35-39,Man,United States of America,Master’s degree,Data Analyst,Non-profit/Service,Senior+,< 25K,edX
14103,35-39,Man,United States of America,Master’s degree,Data Analyst,Non-profit/Service,Senior+,< 25K,Kaggle Learn Courses
14103,35-39,Man,United States of America,Master’s degree,Data Analyst,Non-profit/Service,Senior+,< 25K,DataCamp
14103,35-39,Man,United States of America,Master’s degree,Data Analyst,Non-profit/Service,Senior+,< 25K,Udemy
14103,35-39,Man,United States of America,Master’s degree,Data Analyst,Non-profit/Service,Senior+,< 25K,University Courses (resulting in a university degree)
14139,18-21,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Coursera
14139,18-21,Woman,India,Bachelor’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Udemy
14144,25-29,Man,India,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Kaggle Learn Courses
14154,30-34,Man,Ukraine,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Kaggle Learn Courses
14154,30-34,Man,Ukraine,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,DataCamp
14161,22-24,Man,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Coursera
14161,22-24,Man,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,edX
14161,22-24,Man,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,Kaggle Learn Courses
14161,22-24,Man,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,DataCamp
14161,22-24,Man,Turkey,Master’s degree,Data Analyst,Accounting/Finance,Mid,< 25K,University Courses (resulting in a university degree)
14165,25-29,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,Coursera
14165,25-29,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,edX
14165,25-29,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,DataCamp
14165,25-29,Man,India,Master’s degree,Data Analyst,Marketing/CRM,Junior,< 25K,LinkedIn Learning
14170,30-34,Woman,Israel,Bachelor’s degree,Business Analyst,Insurance/Risk Assessment,Junior,25K - 50K,University Courses (resulting in a university degree)
14174,25-29,Man,South Korea,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Coursera
14174,25-29,Man,South Korea,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,Kaggle Learn Courses
14174,25-29,Man,South Korea,Master’s degree,Data Analyst,Online Business/Internet-based Sales,Junior,< 25K,"Cloud-certification programs (direct from AWS, Azure, GCP, or similar)"
14184,30-34,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Senior,100K - 200K,Coursera
14184,30-34,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Senior,100K - 200K,edX
14184,30-34,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Senior,100K - 200K,Udacity
14184,30-34,Man,United States of America,Master’s degree,Business Analyst,Accounting/Finance,Senior,100K - 200K,Udemy
14195,25-29,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Coursera
14195,25-29,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Fast.ai
14195,25-29,Man,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,Junior,< 25K,Udemy
14210,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Coursera
14210,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,edX
14210,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Kaggle Learn Courses
14210,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udacity
14210,25-29,Man,Nigeria,Bachelor’s degree,Data Analyst,Accounting/Finance,Junior,< 25K,Udemy
14211,30-34,Man,Australia,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,Coursera
14211,30-34,Man,Australia,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,edX
14211,30-34,Man,Australia,Bachelor’s degree,Data Analyst,Accounting/Finance,Senior,50K - 100K,LinkedIn Learning
14214,40-44,Woman,Egypt,Master’s degree,Business Analyst,Marketing/CRM,Sin experiencia,< 25K,Coursera
14214,40-44,Woman,Egypt,Master’s degree,Business Analyst,Marketing/CRM,Sin experiencia,< 25K,Udacity
14223,50-54,Man,India,Doctoral degree,Business Analyst,Shipping/Transportation,Mid,25K - 50K,Other
14224,35-39,Man,Indonesia,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Coursera
14224,35-39,Man,Indonesia,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,edX
14224,35-39,Man,Indonesia,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,DataCamp
14224,35-39,Man,Indonesia,Master’s degree,Data Analyst,Academics/Education,Junior,< 25K,Udacity
